"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,0.7213387,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,0.4325503,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,0.5326558,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,0.5707488,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,0.7432326,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,0.3278132,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,0.5181873,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,0.4253343,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,0.2925192,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,0.09521741,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2022-12","Dec-2022","PC","Percentage","0","Units",,,0.1712283,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-01","Jan-2023","PC","Percentage","0","Units",,,0.6161013,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-02","Feb-2023","PC","Percentage","0","Units",,,0.6785622,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-03","Mar-2023","PC","Percentage","0","Units",,,0.4818905,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-04","Apr-2023","PC","Percentage","0","Units",,,0.4658304,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-05","May-2023","PC","Percentage","0","Units",,,0.3900306,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-06","Jun-2023","PC","Percentage","0","Units",,,0.2642034,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-07","Jul-2023","PC","Percentage","0","Units",,,0.1592697,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-08","Aug-2023","PC","Percentage","0","Units",,,0.2265661,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-09","Sep-2023","PC","Percentage","0","Units",,,0.2302461,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-10","Oct-2023","PC","Percentage","0","Units",,,0.1811355,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-11","Nov-2023","PC","Percentage","0","Units",,,0.07258013,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","M","Monthly","2023-12","Dec-2023","PC","Percentage","0","Units",,,0.09659635,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-01","Jan-2014","PC_PNT","Percentage points","0","Units",,,0.08696796,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-02","Feb-2014","PC_PNT","Percentage points","0","Units",,,0.09258522,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-03","Mar-2014","PC_PNT","Percentage points","0","Units",,,0.09559108,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-04","Apr-2014","PC_PNT","Percentage points","0","Units",,,0.09675445,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-05","May-2014","PC_PNT","Percentage points","0","Units",,,0.09903069,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-06","Jun-2014","PC_PNT","Percentage points","0","Units",,,0.1035217,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-07","Jul-2014","PC_PNT","Percentage points","0","Units",,,0.09910684,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-08","Aug-2014","PC_PNT","Percentage points","0","Units",,,0.09332532,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-09","Sep-2014","PC_PNT","Percentage points","0","Units",,,0.09644608,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-10","Oct-2014","PC_PNT","Percentage points","0","Units",,,0.09896506,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-11","Nov-2014","PC_PNT","Percentage points","0","Units",,,0.09849852,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2014-12","Dec-2014","PC_PNT","Percentage points","0","Units",,,0.09630948,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-01","Jan-2015","PC_PNT","Percentage points","0","Units",,,0.1053651,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-02","Feb-2015","PC_PNT","Percentage points","0","Units",,,0.09966081,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-03","Mar-2015","PC_PNT","Percentage points","0","Units",,,0.1025231,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-04","Apr-2015","PC_PNT","Percentage points","0","Units",,,0.1080589,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-05","May-2015","PC_PNT","Percentage points","0","Units",,,0.1064487,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-06","Jun-2015","PC_PNT","Percentage points","0","Units",,,0.1074496,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-07","Jul-2015","PC_PNT","Percentage points","0","Units",,,0.109019,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-08","Aug-2015","PC_PNT","Percentage points","0","Units",,,0.1027667,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-09","Sep-2015","PC_PNT","Percentage points","0","Units",,,0.1088415,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-10","Oct-2015","PC_PNT","Percentage points","0","Units",,,0.1067306,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-11","Nov-2015","PC_PNT","Percentage points","0","Units",,,0.1064118,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2015-12","Dec-2015","PC_PNT","Percentage points","0","Units",,,0.1066629,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-01","Jan-2016","PC_PNT","Percentage points","0","Units",,,0.09757812,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-02","Feb-2016","PC_PNT","Percentage points","0","Units",,,0.09991869,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-03","Mar-2016","PC_PNT","Percentage points","0","Units",,,0.09246115,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-04","Apr-2016","PC_PNT","Percentage points","0","Units",,,0.08751055,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-05","May-2016","PC_PNT","Percentage points","0","Units",,,0.08705407,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-06","Jun-2016","PC_PNT","Percentage points","0","Units",,,0.08384862,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-07","Jul-2016","PC_PNT","Percentage points","0","Units",,,0.07828005,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-08","Aug-2016","PC_PNT","Percentage points","0","Units",,,0.07512219,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-09","Sep-2016","PC_PNT","Percentage points","0","Units",,,0.06966396,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-10","Oct-2016","PC_PNT","Percentage points","0","Units",,,0.07471697,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-11","Nov-2016","PC_PNT","Percentage points","0","Units",,,0.07187059,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2016-12","Dec-2016","PC_PNT","Percentage points","0","Units",,,0.07823701,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-01","Jan-2017","PC_PNT","Percentage points","0","Units",,,0.07686136,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-02","Feb-2017","PC_PNT","Percentage points","0","Units",,,0.07544931,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-03","Mar-2017","PC_PNT","Percentage points","0","Units",,,0.071238,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-04","Apr-2017","PC_PNT","Percentage points","0","Units",,,0.06932361,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-05","May-2017","PC_PNT","Percentage points","0","Units",,,0.06718585,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-06","Jun-2017","PC_PNT","Percentage points","0","Units",,,0.07109908,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-07","Jul-2017","PC_PNT","Percentage points","0","Units",,,0.06817136,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-08","Aug-2017","PC_PNT","Percentage points","0","Units",,,0.06442409,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-09","Sep-2017","PC_PNT","Percentage points","0","Units",,,0.06726557,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-10","Oct-2017","PC_PNT","Percentage points","0","Units",,,0.0655954,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-11","Nov-2017","PC_PNT","Percentage points","0","Units",,,0.06834593,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2017-12","Dec-2017","PC_PNT","Percentage points","0","Units",,,0.06333985,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-01","Jan-2018","PC_PNT","Percentage points","0","Units",,,0.06150473,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-02","Feb-2018","PC_PNT","Percentage points","0","Units",,,0.06011349,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-03","Mar-2018","PC_PNT","Percentage points","0","Units",,,0.05487268,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-04","Apr-2018","PC_PNT","Percentage points","0","Units",,,0.05419154,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-05","May-2018","PC_PNT","Percentage points","0","Units",,,0.05544493,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-06","Jun-2018","PC_PNT","Percentage points","0","Units",,,0.05626108,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-07","Jul-2018","PC_PNT","Percentage points","0","Units",,,0.06165284,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-08","Aug-2018","PC_PNT","Percentage points","0","Units",,,0.07940801,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-09","Sep-2018","PC_PNT","Percentage points","0","Units",,,0.07456572,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-10","Oct-2018","PC_PNT","Percentage points","0","Units",,,0.0756778,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-11","Nov-2018","PC_PNT","Percentage points","0","Units",,,0.07665657,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2018-12","Dec-2018","PC_PNT","Percentage points","0","Units",,,0.07783481,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-01","Jan-2019","PC_PNT","Percentage points","0","Units",,,0.08154984,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-02","Feb-2019","PC_PNT","Percentage points","0","Units",,,0.08527186,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-03","Mar-2019","PC_PNT","Percentage points","0","Units",,,0.09709554,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-04","Apr-2019","PC_PNT","Percentage points","0","Units",,,0.0970334,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-05","May-2019","PC_PNT","Percentage points","0","Units",,,0.09828287,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-06","Jun-2019","PC_PNT","Percentage points","0","Units",,,0.09318666,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-07","Jul-2019","PC_PNT","Percentage points","0","Units",,,0.08814065,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-08","Aug-2019","PC_PNT","Percentage points","0","Units",,,0.07173873,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-09","Sep-2019","PC_PNT","Percentage points","0","Units",,,0.06880604,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-10","Oct-2019","PC_PNT","Percentage points","0","Units",,,0.06741104,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-11","Nov-2019","PC_PNT","Percentage points","0","Units",,,0.06492152,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2019-12","Dec-2019","PC_PNT","Percentage points","0","Units",,,0.06287298,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-01","Jan-2020","PC_PNT","Percentage points","0","Units",,,0.06611662,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-02","Feb-2020","PC_PNT","Percentage points","0","Units",,,0.0663886,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-03","Mar-2020","PC_PNT","Percentage points","0","Units",,,0.06328133,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-04","Apr-2020","PC_PNT","Percentage points","0","Units",,,0.06321553,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-05","May-2020","PC_PNT","Percentage points","0","Units",,,0.06053465,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-06","Jun-2020","PC_PNT","Percentage points","0","Units",,,0.05997019,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-07","Jul-2020","PC_PNT","Percentage points","0","Units",,,0.0631506,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-08","Aug-2020","PC_PNT","Percentage points","0","Units",,,0.05164919,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-09","Sep-2020","PC_PNT","Percentage points","0","Units",,,0.0415411,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-10","Oct-2020","PC_PNT","Percentage points","0","Units",,,0.03749949,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-11","Nov-2020","PC_PNT","Percentage points","0","Units",,,0.03715932,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2020-12","Dec-2020","PC_PNT","Percentage points","0","Units",,,0.03941752,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-01","Jan-2021","PC_PNT","Percentage points","0","Units",,,0.0332663,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-02","Feb-2021","PC_PNT","Percentage points","0","Units",,,0.03030117,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-03","Mar-2021","PC_PNT","Percentage points","0","Units",,,0.02154571,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-04","Apr-2021","PC_PNT","Percentage points","0","Units",,,0.02234258,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-05","May-2021","PC_PNT","Percentage points","0","Units",,,0.02818151,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-06","Jun-2021","PC_PNT","Percentage points","0","Units",,,0.03142888,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-07","Jul-2021","PC_PNT","Percentage points","0","Units",,,0.03106432,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-08","Aug-2021","PC_PNT","Percentage points","0","Units",,,0.03980787,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-09","Sep-2021","PC_PNT","Percentage points","0","Units",,,0.05661197,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-10","Oct-2021","PC_PNT","Percentage points","0","Units",,,0.05943083,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-11","Nov-2021","PC_PNT","Percentage points","0","Units",,,0.06136646,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2021-12","Dec-2021","PC_PNT","Percentage points","0","Units",,,0.05902869,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-01","Jan-2022","PC_PNT","Percentage points","0","Units",,,0.0639344,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-02","Feb-2022","PC_PNT","Percentage points","0","Units",,,0.0696036,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-03","Mar-2022","PC_PNT","Percentage points","0","Units",,,0.07622655,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-04","Apr-2022","PC_PNT","Percentage points","0","Units",,,0.08136196,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-05","May-2022","PC_PNT","Percentage points","0","Units",,,0.08739018,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-06","Jun-2022","PC_PNT","Percentage points","0","Units",,,0.1002279,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-07","Jul-2022","PC_PNT","Percentage points","0","Units",,,0.09551416,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-08","Aug-2022","PC_PNT","Percentage points","0","Units",,,0.09686694,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-09","Sep-2022","PC_PNT","Percentage points","0","Units",,,0.1245155,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-10","Oct-2022","PC_PNT","Percentage points","0","Units",,,0.1207108,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-11","Nov-2022","PC_PNT","Percentage points","0","Units",,,0.1264733,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2022-12","Dec-2022","PC_PNT","Percentage points","0","Units",,,0.132171,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-01","Jan-2023","PC_PNT","Percentage points","0","Units",,,0.09263014,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-02","Feb-2023","PC_PNT","Percentage points","0","Units",,,0.08577377,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-03","Mar-2023","PC_PNT","Percentage points","0","Units",,,0.0922185,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-04","Apr-2023","PC_PNT","Percentage points","0","Units",,,0.08872462,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-05","May-2023","PC_PNT","Percentage points","0","Units",,,0.07698234,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-06","Jun-2023","PC_PNT","Percentage points","0","Units",,,0.06373876,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-07","Jul-2023","PC_PNT","Percentage points","0","Units",,,0.06869318,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-08","Aug-2023","PC_PNT","Percentage points","0","Units",,,0.06857964,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-09","Sep-2023","PC_PNT","Percentage points","0","Units",,,0.04170771,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-10","Oct-2023","PC_PNT","Percentage points","0","Units",,,0.03774709,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-11","Nov-2023","PC_PNT","Percentage points","0","Units",,,0.02895423,,
"USA","United States","CP100000","CPI: 10 - Education","CTGY","Contribution to annual inflation","M","Monthly","2023-12","Dec-2023","PC_PNT","Percentage points","0","Units",,,0.02681267,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2015_100","2015=100",102.4495,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2015_100","2015=100",102.9378,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2015_100","2015=100",103.9328,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2015_100","2015=100",104.6642,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2015_100","2015=100",104.8522,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2015_100","2015=100",104.7449,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2015_100","2015=100",104.4048,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2015_100","2015=100",103.9461,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2015_100","2015=100",104.0309,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2015_100","2015=100",103.3342,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2015_100","2015=100",101.7946,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2015_100","2015=100",100.1234,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2015_100","2015=100",98.27942,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2015_100","2015=100",99.06602,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2015_100","2015=100",100.3389,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2015_100","2015=100",100.4564,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2015_100","2015=100",101.4085,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2015_100","2015=100",101.5515,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2015_100","2015=100",101.3023,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2015_100","2015=100",100.7884,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2015_100","2015=100",100.0907,,
