"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,-1.797,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,1.07736,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,2.717079,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,0.6286902,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,-0.4931822,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,-1.381094,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,-2.20494,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,0.9262363,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,3.70717,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,1.329336,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,-2.038706,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,-3.804497,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,-1.313918,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,1.65268,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,3.012561,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,0.3402364,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,-1.072129,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,-1.78016,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,-2.041372,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,1.587645,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,3.227016,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,0.8365161,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,-1.659153,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,-3.237656,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,-1.045749,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,2.646137,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,1.796184,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,0.3542836,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,-0.2642816,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,-1.764898,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,-2.021056,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,1.387833,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,2.997051,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,1.522798,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,-2.050328,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,-3.493031,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,0.04202714,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,2.251094,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.881877,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,-0.1819577,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,-1.243509,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,-1.389873,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,-1.782823,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,1.244463,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,3.081056,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,1.114445,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,-2.956997,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,-3.53701,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,1.225362,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,3.443054,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,1.600486,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.6910816,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,-0.8216591,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,-2.14184,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,-2.273981,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,-0.2627635,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,4.228672,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,1.19472,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,-2.908605,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,-3.271094,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,1.308011,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,2.82837,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,0.1485988,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,-0.4053018,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,-0.9098908,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,-0.7618414,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,-1.255758,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,1.433396,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,2.895314,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,-0.7409527,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-2.345808,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-2.849,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,1.104289,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,2.957513,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-0.4056203,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-4.164688,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-3.09923,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,0.008705967,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-0.5603978,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.835113,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,2.5263,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-0.03144259,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-1.938521,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-1.770498,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,2.50117,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,2.045129,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,0.3433887,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.09955305,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,0.1598588,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,-0.451865,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,-1.071284,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,1.811121,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,1.906042,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-10","Oct-2021","PC","Percentage","0","Units",,,0.9453387,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,-1.132424,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,-1.043763,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,1.984245,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,3.37667,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,0.7510813,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,-1.207662,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,-0.2270636,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,-0.2687803,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,-1.180312,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,1.697058,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,1.975081,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,-0.2716165,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,-1.872811,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2022-12","Dec-2022","PC","Percentage","0","Units",,,-1.681999,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-01","Jan-2023","PC","Percentage","0","Units",,,1.937215,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-02","Feb-2023","PC","Percentage","0","Units",,,3.524841,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-03","Mar-2023","PC","Percentage","0","Units",,,0.7259597,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-04","Apr-2023","PC","Percentage","0","Units",,,-0.8746328,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-05","May-2023","PC","Percentage","0","Units",,,-0.2073334,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-06","Jun-2023","PC","Percentage","0","Units",,,-0.882286,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-07","Jul-2023","PC","Percentage","0","Units",,,-1.228967,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-08","Aug-2023","PC","Percentage","0","Units",,,1.928407,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-09","Sep-2023","PC","Percentage","0","Units",,,1.716991,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-10","Oct-2023","PC","Percentage","0","Units",,,-0.143004,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-11","Nov-2023","PC","Percentage","0","Units",,,-3.233898,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","M","Monthly","2023-12","Dec-2023","PC","Percentage","0","Units",,,-1.989708,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2015_100","2015=100",97.9275,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2015_100","2015=100",97.82918,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2015_100","2015=100",97.8944,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2015_100","2015=100",97.78245,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2015_100","2015=100",97.94307,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2015_100","2015=100",98.32369,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2015_100","2015=100",98.14069,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2015_100","2015=100",98.54662,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2015_100","2015=100",98.44927,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2015_100","2015=100",98.69459,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2015_100","2015=100",98.99149,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2015_100","2015=100",99.19202,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2015_100","2015=100",99.22221,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2015_100","2015=100",99.39159,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2015_100","2015=100",99.46168,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2015_100","2015=100",99.2037,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2015_100","2015=100",99.40132,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2015_100","2015=100",99.70991,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2015_100","2015=100",100.1285,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2015_100","2015=100",100.3728,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2015_100","2015=100",100.2842,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2015_100","2015=100",100.8372,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2015_100","2015=100",100.8946,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2015_100","2015=100",101.0922,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2015_100","2015=100",101.6802,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2015_100","2015=100",101.8398,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2015_100","2015=100",101.8632,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2015_100","2015=100",101.7707,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2015_100","2015=100",101.7444,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2015_100","2015=100",102.1309,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2015_100","2015=100",102.0647,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2015_100","2015=100",102.386,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2015_100","2015=100",102.6108,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2015_100","2015=100",103.0109,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2015_100","2015=100",102.9515,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2015_100","2015=100",103.3526,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2015_100","2015=100",103.7761,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2015_100","2015=100",103.7186,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2015_100","2015=100",103.9834,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2015_100","2015=100",106.2195,,
