scenario,expiry,tenor,moneyness_basis_points,strike,qf_rates,quantlib,absolute_difference,difference_basis_points_notional,relative_difference
base,2.0,2.0,100.0,0.03531512052442892,0.00136263756411732,0.0013543999824572343,8.23758166008568e-06,0.0823758166008568,0.0060820893139267185
base,2.0,5.0,-100.0,0.015315120524428882,0.04564279837590981,0.04560523498435358,3.7563391556229286e-05,0.37563391556229286,0.0008236640282440531
base,2.0,5.0,0.0,0.025315120524428882,0.013527738066353557,0.013430988866550305,9.674919980325221e-05,0.9674919980325221,0.0072034308690557235
base,2.0,5.0,100.0,0.03531512052442888,0.0015822636420579383,0.0015392787608696113,4.2984881188326985e-05,0.42984881188326984,0.02792533898411149
base,2.0,10.0,-100.0,0.015315120524428882,0.08412547164224501,0.08413709787896279,1.1626236717771077e-05,0.11626236717771077,0.00013818205061572538
base,2.0,10.0,0.0,0.025315120524428882,0.020288250582747323,0.020261576796764925,2.6673785982398585e-05,0.26673785982398585,0.0013164713807790847
base,2.0,10.0,100.0,0.03531512052442888,0.001141660556331755,0.0011468189338755565,5.158377543801459e-06,0.051583775438014595,0.0044979877742070875
base,5.0,2.0,-100.0,0.015315120524428917,0.01959098544031954,0.01959363478591511,2.649345595569924e-06,0.02649345595569924,0.00013521460538166237
base,5.0,2.0,0.0,0.025315120524428917,0.008599972480911251,0.008574908477457862,2.5064003453388606e-05,0.25064003453388606,0.0029229470517706494
base,5.0,2.0,100.0,0.035315120524428915,0.0026772690825538695,0.002658071214260784,1.9197868293085313e-05,0.19197868293085313,0.007222480793624743
base,5.0,5.0,-100.0,0.015315120524428875,0.04479588329005145,0.04493644191578327,0.0001405586257318195,1.4055862573181948,0.0031279429287090557
base,5.0,5.0,0.0,0.025315120524428875,0.01758092580400653,0.01736395494230152,0.0002169708617050098,2.169708617050098,0.012495474816997608
base,5.0,5.0,100.0,0.035315120524428874,0.0040093962181354985,0.004129120924678842,0.00011972470654334367,1.1972470654334366,0.028995204724515476
base,5.0,10.0,-100.0,0.015315120524428889,0.08128579780683547,0.08126157427457606,2.4223532259406988e-05,0.24223532259406988,0.00029809331748309107
base,5.0,10.0,0.0,0.02531512052442889,0.02699621479207837,0.027021840698387405,2.5625906309036106e-05,0.25625906309036106,0.0009483405144404317
base,5.0,10.0,100.0,0.03531512052442889,0.004466220427525053,0.004462516122854928,3.704304670124406e-06,0.03704304670124406,0.0008300932855239858
high_volatility,1.0,2.0,-100.0,0.01531512052442881,0.022915307236495375,0.022900171799614708,1.5135436880666514e-05,0.15135436880666514,0.0006609311499104634
high_volatility,1.0,2.0,0.0,0.02531512052442881,0.011065024623116652,0.011118276069126463,5.325144600981137e-05,0.5325144600981137,0.00478954162306524
