paths,seed,deterministic,price,standard_error
2000,7,0.0135277380664,0.0130607760877,0.000294117724587
2000,42,0.0135277380664,0.013424695493,0.000293256413763
5000,7,0.0135277380664,0.0133236303332,0.000187297609361
5000,42,0.0135277380664,0.0136232338497,0.000185531406126
10000,7,0.0135277380664,0.0134150191095,0.000134877412884
10000,42,0.0135277380664,0.0135315302236,0.000131889003176
30000,7,0.0135277380664,0.0133898122559,7.78017023833e-05
30000,42,0.0135277380664,0.0135133999497,7.79094720718e-05
