ts_utc,price,fcst_solar,fcst_wind_onshore,fcst_wind_offshore,fcst_wind_total,wx_temperature_2m,wx_wind_speed_100m,wx_shortwave_radiation
2024-08-31 22:00:00+00:00,93.76,0.0,14181.35,2511.775,16693.125,,,
2024-08-31 23:00:00+00:00,85.98,0.0,13466.95,2346.05,15813.0,,,
2024-09-01 00:00:00+00:00,80.37,0.0,13041.025,2282.7,15323.724999999999,18.46,25.78,0.0
2024-09-01 01:00:00+00:00,80.14,0.0,12733.925,2442.5,15176.425,17.880000000000003,24.4,0.0
2024-09-01 02:00:00+00:00,81.2,0.0,12464.0,2711.25,15175.25,17.34,22.5,0.0
2024-09-01 03:00:00+00:00,80.16,0.0,12310.575,2959.5,15270.075,17.04,25.5,0.0
2024-09-01 04:00:00+00:00,79.49,140.725,12456.05,3112.925,15568.974999999999,16.9,20.080000000000002,0.0
2024-09-01 05:00:00+00:00,73.1,3807.5249999999996,12047.525,3137.225,15184.75,16.48,23.4,4.4
2024-09-01 06:00:00+00:00,60.63,12944.45,9690.175,3169.15,12859.324999999999,17.06,19.98,71.4
2024-09-01 07:00:00+00:00,41.27,23479.075,6718.725,3106.75,9825.475,18.64,15.24,197.6
2024-09-01 08:00:00+00:00,12.73,32607.875,5775.275,2973.45,8748.724999999999,20.32,13.219999999999999,355.6
2024-09-01 09:00:00+00:00,-0.79,38839.875,6028.8,2983.325,9012.125,22.7,13.62,498.2
2024-09-01 10:00:00+00:00,-9.17,41796.525,6261.125,2887.225,9148.35,24.54,13.52,592.4
2024-09-01 11:00:00+00:00,-24.0,42089.8,5849.75,2823.075,8672.825,25.880000000000003,14.219999999999999,665.0
2024-09-01 12:00:00+00:00,-19.94,39681.175,5810.55,2824.525,8635.075,27.02,13.419999999999998,656.8
2024-09-01 13:00:00+00:00,-4.99,34603.875,6286.15,2890.05,9176.2,27.76,14.459999999999999,620.2
2024-09-01 14:00:00+00:00,25.56,26956.775,7071.95,3049.15,10121.1,27.860000000000003,14.059999999999999,557.2
2024-09-01 15:00:00+00:00,78.28,16991.25,7501.525,3510.825,11012.349999999999,28.3,14.62,448.6
2024-09-01 16:00:00+00:00,109.11,7277.375,8288.125,3849.725,12137.85,27.76,16.0,312.0
2024-09-01 17:00:00+00:00,131.6,1391.8500000000001,10101.875,4080.125,14182.0,26.919999999999998,16.58,142.0
2024-09-01 18:00:00+00:00,123.91,15.149999999999999,12625.2,4250.2,16875.4,25.4,19.119999999999997,38.6
2024-09-01 19:00:00+00:00,107.63,0.0,13924.675,4320.775,18245.449999999997,23.380000000000003,24.419999999999998,0.2
2024-09-01 20:00:00+00:00,102.02,0.0,13804.475,4337.425,18141.9,22.5,23.580000000000002,0.0
2024-09-01 21:00:00+00:00,91.5,0.0,13200.775,4325.375,17526.15,21.7,20.52,0.0
2024-09-01 22:00:00+00:00,91.24,0.0,11509.0,4380.725,15889.725,20.3,20.880000000000003,0.0
2024-09-01 23:00:00+00:00,94.77,0.0,10404.05,4321.825,14725.875,19.919999999999998,20.66,0.0
2024-09-02 00:00:00+00:00,92.39,0.0,9557.525,4097.95,13655.474999999999,19.56,20.8,0.0
2024-09-02 01:00:00+00:00,92.51,0.0,8887.9,3921.45,12809.349999999999,18.880000000000003,22.46,0.0
2024-09-02 02:00:00+00:00,91.59,0.0,8391.3,3842.775,12234.074999999999,18.360000000000003,21.94,0.0
2024-09-02 03:00:00+00:00,101.52,0.0,8019.375,3802.575,11821.95,17.68,21.52,0.0
2024-09-02 04:00:00+00:00,114.73,100.25,7869.5,3731.725,11601.225,17.2,19.44,0.0
2024-09-02 05:00:00+00:00,134.95,3384.025,7512.35,3482.75,10995.1,16.96,19.9,4.0
2024-09-02 06:00:00+00:00,131.94,11587.8,5829.725,3369.45,9199.175,17.56,17.4,69.2
2024-09-02 07:00:00+00:00,122.64,20982.025,3517.05,3148.125,6665.175,18.9,11.879999999999999,180.8
2024-09-02 08:00:00+00:00,102.83,29226.575,2864.85,2835.125,5699.975,20.72,9.0,324.2
2024-09-02 09:00:00+00:00,90.82,34965.025,3090.325,2826.15,5916.475,22.740000000000002,10.24,449.4
2024-09-02 10:00:00+00:00,85.05,37365.875,3310.325,2751.5,6061.825,24.080000000000002,12.68,560.0
2024-09-02 11:00:00+00:00,81.19,37194.375,3106.725,2750.05,5856.775,25.46,11.86,574.4
2024-09-02 12:00:00+00:00,83.63,34613.225,2876.2,2756.15,5632.35,26.419999999999998,12.319999999999999,613.2
2024-09-02 13:00:00+00:00,88.24,29702.725000000002,2812.025,2787.625,5599.65,26.0,12.32,631.2
2024-09-02 14:00:00+00:00,93.63,22807.725,2937.475,2724.725,5662.2,27.32,10.940000000000001,535.6
2024-09-02 15:00:00+00:00,112.88,14282.025,3279.725,2621.525,5901.25,25.660000000000004,17.240000000000002,380.6
2024-09-02 16:00:00+00:00,137.78,6045.15,4077.575,2515.5,6593.075,25.839999999999996,13.14,228.6
2024-09-02 17:00:00+00:00,255.4,1118.225,6015.4,2555.975,8571.375,24.96,14.16,116.4
2024-09-02 18:00:00+00:00,212.06,16.675,8408.9,2624.775,11033.675,23.479999999999997,20.18,24.4
2024-09-02 19:00:00+00:00,131.9,0.0,9484.775,2635.575,12120.349999999999,22.380000000000003,18.32,0.0
2024-09-02 20:00:00+00:00,114.24,0.0,9583.475,2564.55,12148.025000000001,21.78,17.240000000000002,0.0
2024-09-02 21:00:00+00:00,103.84,0.0,9245.15,2410.275,11655.425,20.9,19.4,0.0
2024-09-02 22:00:00+00:00,99.6,0.0,8255.025,2300.55,10555.575,20.419999999999998,18.8,0.0
2024-09-02 23:00:00+00:00,93.1,0.0,7455.575,2036.725,9492.3,19.740000000000002,21.259999999999998,0.0
2024-09-03 00:00:00+00:00,91.56,0.0,6870.125,1752.9,8623.025,19.48,15.940000000000001,0.0
2024-09-03 01:00:00+00:00,93.27,0.0,6347.325000000001,1550.5,7897.825000000001,19.080000000000002,16.28,0.0
2024-09-03 02:00:00+00:00,96.24,0.0,5836.0,1431.425,7267.425,18.759999999999998,15.2,0.0
2024-09-03 03:00:00+00:00,102.68,0.0,5332.475,1332.275,6664.75,18.439999999999998,14.8,0.0
2024-09-03 04:00:00+00:00,137.21,81.95,4969.175,1207.1,6176.275,18.0,16.28,0.0
2024-09-03 05:00:00+00:00,151.06,3097.7,4480.575,1106.175,5586.75,17.919999999999998,18.68,3.2
2024-09-03 06:00:00+00:00,133.95,11060.325,3296.6,1088.85,4385.45,18.64,15.38,52.0
2024-09-03 07:00:00+00:00,115.98,20581.075,1880.4,1069.5,2949.9,20.02,13.5,183.2
2024-09-03 08:00:00+00:00,98.88,28943.6,1298.075,1041.575,2339.65,22.160000000000004,9.84,294.2
2024-09-03 09:00:00+00:00,90.02,34479.925,1411.75,1027.875,2439.625,23.7,7.279999999999999,463.6
2024-09-03 10:00:00+00:00,84.8,36922.275,1674.4,1052.9,2727.3,25.5,7.4799999999999995,520.2
2024-09-03 11:00:00+00:00,82.69,36915.125,1959.975,1116.625,3076.6,27.119999999999997,6.88,630.2
2024-09-03 12:00:00+00:00,84.13,34566.625,2197.3,1149.775,3347.0750000000003,27.9,6.62,647.4
2024-09-03 13:00:00+00:00,86.67,30161.675,2220.1,1187.4,3407.5,27.7,9.62,588.6
2024-09-03 14:00:00+00:00,91.21,23631.6,2091.05,1247.0,3338.05,27.919999999999998,11.16,430.6
2024-09-03 15:00:00+00:00,123.93,14915.15,1856.9250000000002,1316.675,3173.6000000000004,28.28,8.879999999999999,288.6
2024-09-03 16:00:00+00:00,300.01,6159.725,1609.425,1392.775,3002.2,28.46,9.92,229.0
2024-09-03 17:00:00+00:00,656.37,1032.875,1631.775,1444.425,3076.2,27.18,11.26,107.0
2024-09-03 18:00:00+00:00,520.32,7.925,1801.25,1492.3,3293.55,25.78,10.52,28.2
2024-09-03 19:00:00+00:00,216.97,0.0,1824.525,1530.375,3354.9,24.54,9.36,0.0
2024-09-03 20:00:00+00:00,133.2,0.0,1962.425,1565.4,3527.825,23.48,9.620000000000001,0.0
2024-09-03 21:00:00+00:00,117.56,0.0,1929.9,1556.575,3486.4750000000004,22.48,6.62,0.0
2024-09-03 22:00:00+00:00,108.17,0.0,1847.725,1350.175,3197.8999999999996,21.619999999999997,7.42,0.0
2024-09-03 23:00:00+00:00,101.02,0.0,1841.175,1249.3000000000002,3090.4750000000004,21.16,10.98,0.0
2024-09-04 00:00:00+00:00,99.03,0.0,1983.075,1180.2,3163.275,20.86,11.24,0.0
2024-09-04 01:00:00+00:00,99.98,0.0,2078.75,1122.3249999999998,3201.075,20.32,10.040000000000001,0.0
2024-09-04 02:00:00+00:00,99.06,0.0,2097.75,1038.875,3136.625,19.740000000000002,10.620000000000001,0.0
2024-09-04 03:00:00+00:00,109.37,0.0,2100.6,942.675,3043.2749999999996,19.7,12.8,0.0
2024-09-04 04:00:00+00:00,144.02,68.725,2213.1499999999996,853.4000000000001,3066.5499999999997,19.439999999999998,10.459999999999999,0.0
2024-09-04 05:00:00+00:00,181.16,2533.1,2255.55,782.9,3038.4500000000003,19.34,11.7,2.8
2024-09-04 06:00:00+00:00,155.89,8663.349999999999,1845.675,747.3,2592.975,19.9,17.0,50.2
2024-09-04 07:00:00+00:00,125.29,15513.1,1244.325,752.8249999999999,1997.15,20.64,15.88,112.4
2024-09-04 08:00:00+00:00,107.21,21281.85,1036.925,768.125,1805.05,21.64,15.26,193.0
2024-09-04 09:00:00+00:00,96.06,25119.875,1378.4,801.05,2179.45,23.080000000000002,13.76,306.0
2024-09-04 10:00:00+00:00,92.0,26858.35,1842.4,881.625,2724.025,24.06,14.74,408.4
2024-09-04 11:00:00+00:00,90.49,26930.05,2405.3,1009.6500000000001,3414.9500000000003,25.080000000000002,15.0,402.0
2024-09-04 12:00:00+00:00,89.2,25380.525,2941.3,1163.6,4104.9,25.98,14.12,405.2
2024-09-04 13:00:00+00:00,92.72,21831.225,3578.075,1333.45,4911.525,26.339999999999996,13.580000000000002,408.0
2024-09-04 14:00:00+00:00,101.85,16920.3,4441.15,1489.75,5930.9,26.560000000000002,13.14,390.6
2024-09-04 15:00:00+00:00,123.97,10678.824999999999,5339.2,1646.925,6986.125,26.540000000000003,14.16,275.4
2024-09-04 16:00:00+00:00,155.7,4401.825,6318.775,1804.65,8123.424999999999,26.339999999999996,16.54,191.0
2024-09-04 17:00:00+00:00,320.07,677.125,7870.6,1957.5,9828.1,25.04,15.76,95.6
2024-09-04 18:00:00+00:00,189.23,7.45,9392.825,2120.975,11513.800000000001,22.8,27.880000000000003,15.8
2024-09-04 19:00:00+00:00,130.42,0.0,9803.9,2285.7,12089.599999999999,21.64,22.619999999999997,0.0
2024-09-04 20:00:00+00:00,108.59,0.0,9797.775,2505.225,12303.0,20.86,23.419999999999998,0.0
2024-09-04 21:00:00+00:00,99.58,0.0,9619.1,2683.075,12302.175,20.419999999999998,23.66,0.0
2024-09-04 22:00:00+00:00,101.27,0.0,9621.15,2234.0,11855.15,20.06,21.96,0.0
2024-09-04 23:00:00+00:00,94.6,0.0,10107.425,2198.075,12305.5,19.880000000000003,22.5,0.0
2024-09-05 00:00:00+00:00,90.0,0.0,10987.15,2194.3,13181.45,19.56,23.66,0.0
2024-09-05 01:00:00+00:00,87.11,0.0,11923.25,2292.375,14215.625,19.240000000000002,24.32,0.0
2024-09-05 02:00:00+00:00,80.92,0.0,13136.575,2459.625,15596.2,19.3,26.46,0.0
2024-09-05 03:00:00+00:00,84.7,0.0,14597.525,2703.45,17300.975,18.86,29.48,0.0
2024-09-05 04:00:00+00:00,109.05,63.75,16362.900000000001,3107.075,19469.975000000002,18.84,28.060000000000002,0.0
2024-09-05 05:00:00+00:00,113.6,3011.875,17266.125,3581.575,20847.7,18.8,29.560000000000002,2.6
2024-09-05 06:00:00+00:00,119.04,10903.05,16154.625,4088.125,20242.75,19.3,27.32,60.8
2024-09-05 07:00:00+00:00,97.68,20451.475,14382.65,4458.65,18841.3,20.779999999999998,23.3,191.2
2024-09-05 08:00:00+00:00,71.04,29205.125,14791.6,4585.9,19377.5,22.6,20.919999999999998,333.0
2024-09-05 09:00:00+00:00,0.11,35645.95,17650.875,4618.15,22269.025,24.98,22.04,490.2
2024-09-05 10:00:00+00:00,-3.05,39271.675,20360.6,4534.15,24894.75,26.82,23.84,576.8
2024-09-05 11:00:00+00:00,-11.7,40054.425,22667.050000000003,4484.475,27151.525,28.72,25.860000000000003,652.6
2024-09-05 12:00:00+00:00,-19.68,37626.625,24932.875,4430.775,29363.65,30.160000000000004,26.659999999999997,677.0
2024-09-05 13:00:00+00:00,-7.02,32788.7,27447.95,4421.8,31869.75,30.8,25.76,643.6
2024-09-05 14:00:00+00:00,-0.01,25643.15,29331.825,4479.275,33811.1,31.140000000000004,29.3,532.6
2024-09-05 15:00:00+00:00,36.13,15830.225,29757.425,4660.575,34418.0,31.0,28.76,415.8
2024-09-05 16:00:00+00:00,84.95,6123.425,29445.6,4777.475,34223.075,30.18,28.9,272.4
2024-09-05 17:00:00+00:00,99.74,909.05,30049.825,4809.325,34859.15,28.72,29.2,119.2
2024-09-05 18:00:00+00:00,92.93,4.45,31351.8,4817.825,36169.625,26.7,25.919999999999998,29.2
2024-09-05 19:00:00+00:00,80.1,0.0,31714.325,4813.8,36528.125,25.18,27.660000000000004,0.0
2024-09-05 20:00:00+00:00,80.03,0.0,30308.525,4813.2,35121.725,24.32,27.82,0.0
2024-09-05 21:00:00+00:00,64.61,0.0,28661.875,4844.825,33506.7,23.52,27.8,0.0
2024-09-05 22:00:00+00:00,64.79,0.0,26856.825,4798.5,31655.325,22.44,23.2,0.0
2024-09-05 23:00:00+00:00,61.0,0.0,25417.975,4869.525,30287.5,21.740000000000002,20.740000000000002,0.0
2024-09-06 00:00:00+00:00,51.22,0.0,24017.175,4928.1,28945.275,21.240000000000002,25.560000000000002,0.0
2024-09-06 01:00:00+00:00,48.58,0.0,22829.65,4987.925,27817.575,20.240000000000002,24.98,0.0
2024-09-06 02:00:00+00:00,57.75,0.0,21916.125,5023.825,26939.95,19.84,21.7,0.0
2024-09-06 03:00:00+00:00,69.86,0.0,21206.5,5042.075,26248.575,19.8,22.419999999999998,0.0
2024-09-06 04:00:00+00:00,93.29,45.800000000000004,20858.9,5062.15,25921.050000000003,19.119999999999997,21.52,0.0
2024-09-06 05:00:00+00:00,119.48,2328.4750000000004,19502.375,5113.15,24615.525,18.78,19.84,1.8
2024-09-06 06:00:00+00:00,120.37,8585.224999999999,16515.0,5137.4,21652.4,18.880000000000003,21.44,38.4
2024-09-06 07:00:00+00:00,100.09,16325.225,13555.525,5127.75,18683.275,19.64,20.32,130.8
2024-09-06 08:00:00+00:00,80.0,23597.85,12503.475,4978.725,17482.2,20.7,16.759999999999998,215.4
2024-09-06 09:00:00+00:00,59.51,29090.525,13316.4,4796.950000000001,18113.35,22.04,15.059999999999999,287.4
2024-09-06 10:00:00+00:00,31.54,32255.925,14500.0,4608.775,19108.775,22.72,16.8,378.8
2024-09-06 11:00:00+00:00,12.48,33198.875,14912.8,4585.525,19498.324999999997,23.839999999999996,17.779999999999998,417.6
2024-09-06 12:00:00+00:00,14.53,31781.125,14721.75,4624.5,19346.25,24.880000000000003,16.68,398.2
2024-09-06 13:00:00+00:00,30.06,27913.25,14025.525,4794.2,18819.725,25.18,16.1,407.2
2024-09-06 14:00:00+00:00,71.18,21932.4,13075.375,5094.75,18170.125,25.839999999999996,19.16,380.6
2024-09-06 15:00:00+00:00,87.56,13762.074999999999,12011.075,5384.725,17395.800000000003,25.839999999999996,17.4,301.2
2024-09-06 16:00:00+00:00,100.27,5415.4,11414.225,5543.375,16957.6,25.639999999999997,15.14,265.8
2024-09-06 17:00:00+00:00,129.0,752.6,12176.675,5560.450000000001,17737.125,24.94,12.98,109.2
2024-09-06 18:00:00+00:00,136.49,1.55,13046.225,5510.025,18556.25,23.560000000000002,17.1,21.6
2024-09-06 19:00:00+00:00,99.76,0.0,12808.25,5462.925,18271.175,22.080000000000002,13.959999999999999,0.0
2024-09-06 20:00:00+00:00,95.36,0.0,11683.475,5450.275,17133.75,21.080000000000002,16.86,0.0
2024-09-06 21:00:00+00:00,92.88,0.0,10251.7,5329.125,15580.825,19.9,14.76,0.0
2024-09-06 22:00:00+00:00,102.47,0.0,8969.8,4697.475,13667.275,19.32,13.059999999999999,0.0
2024-09-06 23:00:00+00:00,96.9,0.0,7730.65,4320.1,12050.75,18.68,12.1,0.0
2024-09-07 00:00:00+00:00,96.3,0.0,6761.35,4007.35,10768.7,18.04,11.18,0.0
2024-09-07 01:00:00+00:00,95.31,0.0,5800.5,3817.475,9617.975,17.34,11.0,0.0
2024-09-07 02:00:00+00:00,98.29,0.0,5021.55,3664.875,8686.425,16.84,12.2,0.0
2024-09-07 03:00:00+00:00,101.02,0.0,4588.55,3455.1,8043.65,16.44,14.26,0.0
2024-09-07 04:00:00+00:00,103.88,49.050000000000004,4425.5,3184.775,7610.275,16.22,15.12,0.0
2024-09-07 05:00:00+00:00,104.71,3008.375,4215.575,2888.125,7103.7,16.0,14.5,2.0
2024-09-07 06:00:00+00:00,95.44,11413.625,3349.2999999999997,2529.6,5878.9,16.7,15.160000000000002,55.6
2024-09-07 07:00:00+00:00,84.19,21952.65,1825.5,2128.9,3954.4,18.28,13.64,165.2
2024-09-07 08:00:00+00:00,51.52,31467.65,1029.875,1739.35,2769.225,20.419999999999998,9.66,315.8
2024-09-07 09:00:00+00:00,14.17,38141.25,1271.6,1384.075,2655.675,22.72,9.940000000000001,437.8
2024-09-07 10:00:00+00:00,5.48,41367.675,1727.125,1118.85,2845.975,24.9,9.66,553.4
2024-09-07 11:00:00+00:00,1.02,41737.675,2153.475,966.6,3120.075,26.439999999999998,12.24,624.8
2024-09-07 12:00:00+00:00,0.44,39546.925,2526.6,915.6,3442.2,27.68,13.540000000000001,628.0
2024-09-07 13:00:00+00:00,8.41,34641.625,2734.625,929.775,3664.4,28.52,12.86,591.6
2024-09-07 14:00:00+00:00,49.62,27057.95,2949.025,1014.3499999999999,3963.375,29.080000000000002,13.040000000000001,511.8
2024-09-07 15:00:00+00:00,101.4,16697.35,3254.475,1115.35,4369.825,29.18,13.559999999999999,386.0
2024-09-07 16:00:00+00:00,128.57,6304.4,3685.95,1222.7,4908.65,28.96,14.14,276.2
2024-09-07 17:00:00+00:00,150.4,826.475,4882.625,1402.325,6284.95,27.76,16.6,134.0
2024-09-07 18:00:00+00:00,133.0,3.95,6924.05,1583.575,8507.625,25.8,16.94,23.4
2024-09-07 19:00:00+00:00,101.9,0.0,8732.0,1737.025,10469.025,24.32,19.5,0.0
2024-09-07 20:00:00+00:00,92.32,0.0,10243.65,1830.4,12074.05,23.1,22.1,0.0
2024-09-07 21:00:00+00:00,89.24,0.0,11112.325,1879.9,12992.225,21.880000000000003,24.3,0.0
2024-09-07 22:00:00+00:00,93.91,0.0,10814.625,1334.5,12149.125,21.22,22.46,0.0
2024-09-07 23:00:00+00:00,86.46,0.0,10597.275,1327.4250000000002,11924.7,20.68,19.34,0.0
2024-09-08 00:00:00+00:00,83.68,0.0,10259.775,1356.1,11615.875,20.06,17.580000000000002,0.0
2024-09-08 01:00:00+00:00,82.0,0.0,9656.375,1413.725,11070.1,19.22,14.12,0.0
2024-09-08 02:00:00+00:00,82.39,0.0,9186.775000000001,1475.925,10662.7,18.919999999999998,16.68,0.0
2024-09-08 03:00:00+00:00,85.1,0.0,8858.325,1557.2,10415.525000000001,18.9,18.360000000000003,0.0
2024-09-08 04:00:00+00:00,83.36,42.4,8549.35,1640.725,10190.075,18.52,16.86,0.0
2024-09-08 05:00:00+00:00,82.07,2694.85,8037.125,1738.6,9775.725,18.28,19.94,1.6
2024-09-08 06:00:00+00:00,76.73,9860.575,6405.55,1801.225,8206.775,19.06,21.28,47.6
2024-09-08 07:00:00+00:00,40.58,18097.875,4251.2,1763.775,6014.975,20.18,19.04,145.8
2024-09-08 08:00:00+00:00,8.29,25264.175,3357.475,1756.375,5113.85,21.740000000000002,14.219999999999999,271.4
2024-09-08 09:00:00+00:00,0.44,30260.45,3424.275,1730.375,5154.65,23.56,13.040000000000001,423.6
2024-09-08 10:00:00+00:00,0.04,32566.625,3642.4,1591.525,5233.925,24.18,11.24,442.8
2024-09-08 11:00:00+00:00,0.01,32482.425,3885.8999999999996,1471.45,5357.349999999999,24.7,14.12,425.4
2024-09-08 12:00:00+00:00,1.16,29753.925,4054.95,1413.625,5468.575,25.02,11.92,427.0
2024-09-08 13:00:00+00:00,3.17,24534.475,3825.6,1435.65,5261.25,25.24,13.52,439.2
2024-09-08 14:00:00+00:00,58.62,17403.525,3618.0,1450.825,5068.825,24.98,16.66,356.6
2024-09-08 15:00:00+00:00,95.99,9851.925,3447.725,1421.325,4869.05,24.4,14.580000000000002,260.2
2024-09-08 16:00:00+00:00,119.55,3603.05,3349.45,1396.425,4745.875,23.880000000000003,13.7,169.0
2024-09-08 17:00:00+00:00,124.15,408.825,3651.675,1376.8,5028.475,23.1,15.38,71.0
2024-09-08 18:00:00+00:00,128.12,2.5,4188.975,1332.575,5521.55,22.0,17.94,13.8
2024-09-08 19:00:00+00:00,117.2,0.0,4247.45,1339.15,5586.6,20.8,15.719999999999999,0.0
2024-09-08 20:00:00+00:00,105.8,0.0,4442.65,1333.95,5776.599999999999,20.139999999999997,15.7,0.0
2024-09-08 21:00:00+00:00,97.13,0.0,4711.75,1306.575,6018.325,19.740000000000002,14.440000000000001,0.0
2024-09-08 22:00:00+00:00,86.41,0.0,6479.7,1249.075,7728.775,19.28,18.9,0.0
2024-09-08 23:00:00+00:00,85.76,0.0,6856.8,1176.4,8033.200000000001,18.240000000000002,21.740000000000002,0.0
2024-09-09 00:00:00+00:00,84.1,0.0,7421.125,1095.475,8516.6,18.06,21.68,0.0
2024-09-09 01:00:00+00:00,82.03,0.0,7836.725,999.3,8836.025,17.68,18.82,0.0
2024-09-09 02:00:00+00:00,85.11,0.0,8056.975,900.175,8957.15,17.14,16.580000000000002,0.0
2024-09-09 03:00:00+00:00,85.79,0.0,8362.925,861.775,9224.699999999999,17.16,16.96,0.0
2024-09-09 04:00:00+00:00,118.47,63.2,8777.375,889.225,9666.6,16.880000000000003,17.8,0.0
2024-09-09 05:00:00+00:00,140.62,994.3499999999999,9054.975,882.225,9937.2,16.759999999999998,20.68,0.4
2024-09-09 06:00:00+00:00,159.57,4035.55,9179.8,826.825,10006.625,16.54,19.5,17.8
2024-09-09 07:00:00+00:00,129.68,8316.825,9444.7,810.05,10254.75,16.619999999999997,19.72,55.8
2024-09-09 08:00:00+00:00,110.87,12376.15,9828.475,787.875,10616.35,16.759999999999998,20.740000000000002,89.0
2024-09-09 09:00:00+00:00,100.74,15675.1,10418.225,764.025,11182.25,16.580000000000002,20.28,122.2
2024-09-09 10:00:00+00:00,94.98,17478.775,11080.275,782.8,11863.074999999999,17.04,19.66,150.8
2024-09-09 11:00:00+00:00,89.17,18260.3,11659.775,840.825,12500.6,17.78,23.259999999999998,208.2
2024-09-09 12:00:00+00:00,82.06,18509.8,12411.725,1094.675,13506.4,17.919999999999998,23.14,148.6
2024-09-09 13:00:00+00:00,83.98,16980.975,13125.85,1581.225,14707.075,18.48,25.78,210.6
2024-09-09 14:00:00+00:00,78.68,13531.35,13444.025,2327.0,15771.025,18.98,26.22,190.4
2024-09-09 15:00:00+00:00,92.8,8656.225,13286.075,3309.725,16595.8,18.68,22.86,139.2
2024-09-09 16:00:00+00:00,113.15,3461.45,12929.05,4331.349999999999,17260.399999999998,18.380000000000003,24.9,144.2
2024-09-09 17:00:00+00:00,114.56,358.125,13148.7,5304.95,18453.65,18.119999999999997,18.94,57.0
2024-09-09 18:00:00+00:00,111.53,1.125,14097.2,5780.65,19877.85,17.78,20.78,13.6
2024-09-09 19:00:00+00:00,96.02,0.0,15546.425,5963.475,21509.9,17.119999999999997,22.22,0.0
2024-09-09 20:00:00+00:00,87.94,0.0,17113.025,6009.875,23122.9,16.68,24.8,0.0
2024-09-09 21:00:00+00:00,79.52,0.0,18407.725,5892.025,24299.75,16.3,24.119999999999997,0.0
2024-09-09 22:00:00+00:00,67.34,0.0,16766.35,5531.925,22298.274999999998,16.0,25.939999999999998,0.0
2024-09-09 23:00:00+00:00,59.79,0.0,16763.05,5296.75,22059.8,15.86,26.68,0.0
2024-09-10 00:00:00+00:00,61.47,0.0,16168.35,5160.125,21328.475,15.440000000000001,27.0,0.0
2024-09-10 01:00:00+00:00,61.36,0.0,15331.45,4945.1,20276.550000000003,15.16,25.660000000000004,0.0
2024-09-10 02:00:00+00:00,67.3,0.0,14551.375,4801.174999999999,19352.55,15.040000000000001,23.7,0.0
2024-09-10 03:00:00+00:00,80.92,0.0,14094.125,4766.6,18860.725,14.559999999999999,22.04,0.0
2024-09-10 04:00:00+00:00,103.12,15.575000000000001,14087.0,4913.825,19000.825,14.38,22.119999999999997,0.0
2024-09-10 05:00:00+00:00,129.9,1435.275,13763.0,5174.35,18937.35,14.180000000000001,24.0,0.4
2024-09-10 06:00:00+00:00,114.94,6097.45,13042.725,5412.675,18455.4,14.26,22.18,24.0
2024-09-10 07:00:00+00:00,100.0,12626.775,13522.5,5406.575,18929.075,14.559999999999999,22.259999999999998,82.4
2024-09-10 08:00:00+00:00,59.92,18905.925,15799.949999999999,5044.225,20844.175,15.16,23.24,181.6
2024-09-10 09:00:00+00:00,9.52,23268.0,18912.725,4685.7,23598.425,16.14,23.759999999999998,269.2
2024-09-10 10:00:00+00:00,0.04,25496.625,21317.125,4405.625,25722.75,16.96,25.259999999999998,312.2
2024-09-10 11:00:00+00:00,-0.07,25654.85,23293.825,4316.0,27609.825,17.44,25.580000000000002,419.8
2024-09-10 12:00:00+00:00,-0.16,23922.975,25412.725000000002,4355.450000000001,29768.175000000003,18.06,25.3,346.0
2024-09-10 13:00:00+00:00,-0.04,20683.475,26881.275,4346.625,31227.9,18.16,26.54,325.6
2024-09-10 14:00:00+00:00,0.22,15709.225,27619.15,4379.275,31998.425000000003,18.119999999999997,28.0,228.2
2024-09-10 15:00:00+00:00,21.77,9603.5,27449.425,4557.95,32007.375,18.2,28.48,167.8
2024-09-10 16:00:00+00:00,80.4,3648.3500000000004,26210.1,4808.875,31018.975,17.78,25.46,123.6
2024-09-10 17:00:00+00:00,92.91,349.15,25166.9,4986.549999999999,30153.45,17.240000000000002,26.079999999999995,54.8
2024-09-10 18:00:00+00:00,83.25,0.0,24861.025,5312.325,30173.350000000002,16.439999999999998,26.28,6.6
2024-09-10 19:00:00+00:00,82.02,0.0,24871.175,5339.35,30210.525,15.959999999999999,28.9,0.0
2024-09-10 20:00:00+00:00,76.63,0.0,24058.225,5284.025,29342.25,15.5,31.419999999999998,0.0
2024-09-10 21:00:00+00:00,64.38,0.0,23089.125,5133.475,28222.6,15.24,31.18,0.0
2024-09-10 22:00:00+00:00,40.0,0.0,23198.075,4576.45,27774.525,14.84,29.72,0.0
2024-09-10 23:00:00+00:00,39.91,0.0,22471.95,4307.15,26779.1,14.580000000000002,29.119999999999997,0.0
2024-09-11 00:00:00+00:00,32.99,0.0,21870.15,3927.95,25798.100000000002,14.52,27.6,0.0
2024-09-11 01:00:00+00:00,33.73,0.0,21363.05,3564.9,24927.95,14.36,26.919999999999998,0.0
2024-09-11 02:00:00+00:00,38.93,0.0,20858.525,3285.475,24144.0,14.080000000000002,28.880000000000003,0.0
2024-09-11 03:00:00+00:00,61.56,0.0,20646.025,3070.0,23716.025,13.9,27.02,0.0
2024-09-11 04:00:00+00:00,86.79,18.450000000000003,20792.25,3004.325,23796.575,13.1,27.78,0.0
2024-09-11 05:00:00+00:00,97.55,1111.95,20462.4,3095.825,23558.225000000002,12.88,25.060000000000002,0.4
